timestamp,session_id,cfg,frame,sub_frame,version,platform,time_cpu_cycles,num_detected_obj,num_tlvs,packet_len,tlv_summary,presence_indication,point_count,target_count,target_index_count,vital_count,unknown_tlv_summary
1783488722.063,aop6m_test_02,vital_signs_AOP_6m.cfg,3,0,50659332,682051,0,4,2,112,1020:52;1021:4,1,4,0,0,0,
1783488722.160,aop6m_test_02,vital_signs_AOP_6m.cfg,4,0,50659332,682051,0,4,2,112,1020:52;1021:4,1,4,0,0,0,
1783488722.244,aop6m_test_02,vital_signs_AOP_6m.cfg,5,0,50659332,682051,0,3,2,104,1020:44;1021:4,1,3,0,0,0,
1783488722.329,aop6m_test_02,vital_signs_AOP_6m.cfg,6,0,50659332,682051,0,0,1,52,1021:4,1,0,0,0,0,
1783488722.418,aop6m_test_02,vital_signs_AOP_6m.cfg,7,0,50659332,682051,0,2,2,96,1020:36;1021:4,1,2,0,0,0,
1783488722.523,aop6m_test_02,vital_signs_AOP_6m.cfg,8,0,50659332,682051,0,1,2,88,1020:28;1021:4,1,1,0,0,0,
1783488722.606,aop6m_test_02,vital_signs_AOP_6m.cfg,9,0,50659332,682051,0,0,1,52,1021:4,1,0,0,0,0,
1783488722.690,aop6m_test_02,vital_signs_AOP_6m.cfg,10,0,50659332,682051,0,2,2,96,1020:36;1021:4,1,2,0,0,0,
1783488722.795,aop6m_test_02,vital_signs_AOP_6m.cfg,11,0,50659332,682051,0,3,2,104,1020:44;1021:4,1,3,0,0,0,
1783488722.878,aop6m_test_02,vital_signs_AOP_6m.cfg,12,0,50659332,682051,0,2,2,96,1020:36;1021:4,1,2,0,0,0,
1783488722.963,aop6m_test_02,vital_signs_AOP_6m.cfg,13,0,50659332,682051,0,3,2,104,1020:44;1021:4,1,3,0,0,0,
1783488723.048,aop6m_test_02,vital_signs_AOP_6m.cfg,14,0,50659332,682051,0,3,2,104,1020:44;1021:4,1,3,0,0,0,
1783488723.152,aop6m_test_02,vital_signs_AOP_6m.cfg,15,0,50659332,682051,0,1,2,88,1020:28;1021:4,1,1,0,0,0,
1783488723.278,aop6m_test_02,vital_signs_AOP_6m.cfg,16,0,50659332,682051,0,1,3,232,1020:28;1021:4;1040:136,1,1,0,0,1,
1783488723.322,aop6m_test_02,vital_signs_AOP_6m.cfg,17,0,50659332,682051,0,8,2,144,1020:84;1021:4,1,8,0,0,0,
1783488723.406,aop6m_test_02,vital_signs_AOP_6m.cfg,18,0,50659332,682051,0,12,2,176,1020:116;1021:4,1,12,0,0,0,
1783488723.513,aop6m_test_02,vital_signs_AOP_6m.cfg,19,0,50659332,682051,0,38,2,384,1020:324;1021:4,1,38,0,0,0,
1783488723.602,aop6m_test_02,vital_signs_AOP_6m.cfg,20,0,50659332,682051,0,10,4,326,1020:100;1010:112;1011:38;1021:4,1,10,1,38,0,
1783488723.689,aop6m_test_02,vital_signs_AOP_6m.cfg,21,0,50659332,682051,0,10,4,298,1020:100;1010:112;1011:10;1021:4,1,10,1,10,0,
1783488723.775,aop6m_test_02,vital_signs_AOP_6m.cfg,22,0,50659332,682051,0,44,4,570,1020:372;1010:112;1011:10;1021:4,1,44,1,10,0,
1783488723.864,aop6m_test_02,vital_signs_AOP_6m.cfg,23,0,50659332,682051,0,36,4,540,1020:308;1010:112;1011:44;1021:4,1,36,1,44,0,
