timestamp,session_id,cfg,frame,sub_frame,point_index,tlv_type,point_format,x_m,y_m,z_m,range_m,azimuth_rad,elevation_rad,doppler_mps,snr_db,noise_db,raw_range,raw_azimuth,raw_elevation,raw_doppler,raw_snr,raw_noise,range_unit,azimuth_unit,elevation_unit,doppler_unit,snr_unit
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,30,1020,compressed_spherical,-0.123260,0.482725,0.085522,0.505500,-0.250000,0.170000,1.263360,67.759998,,2022,-25,17,4512,1694,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,31,1020,compressed_spherical,-0.059492,0.243104,-0.035270,0.252750,-0.240000,-0.140000,-0.315840,103.879998,,1011,-24,-14,-1128,2597,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,32,1020,compressed_spherical,-0.074155,0.303022,-0.050345,0.316000,-0.240000,-0.160000,0.947520,71.359998,,1264,-24,-16,3384,1784,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,33,1020,compressed_spherical,-0.104758,0.428077,0.039771,0.442500,-0.240000,0.090000,1.263360,66.239999,,1770,-24,9,4512,1656,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,34,1020,compressed_spherical,-0.118427,0.483933,0.085522,0.505500,-0.240000,0.170000,1.263360,72.639998,,2022,-24,17,4512,1816,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,35,1020,compressed_spherical,-0.057058,0.243686,-0.035270,0.252750,-0.230000,-0.140000,-0.315840,92.759998,,1011,-23,-14,-1128,2319,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,36,1020,compressed_spherical,-0.070744,0.302142,-0.059679,0.316000,-0.230000,-0.190000,0.947520,64.239999,,1264,-23,-19,3384,1606,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,37,1020,compressed_spherical,-0.100472,0.429104,0.039771,0.442500,-0.230000,0.090000,1.263360,60.999999,,1770,-23,9,4512,1525,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,38,1020,compressed_spherical,-0.113949,0.486662,0.075541,0.505500,-0.230000,0.150000,1.263360,70.519998,,2022,-23,15,4512,1763,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,39,1020,compressed_spherical,-0.054618,0.244245,-0.035270,0.252750,-0.220000,-0.140000,-0.315840,67.359998,,1011,-22,-14,-1128,1684,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,40,1020,compressed_spherical,-0.067720,0.302834,-0.059679,0.316000,-0.220000,-0.190000,0.947520,53.759999,,1264,-22,-19,3384,1344,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,41,1020,compressed_spherical,-0.096176,0.430087,0.039771,0.442500,-0.220000,0.090000,1.263360,51.519999,,1770,-22,9,4512,1288,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,42,1020,compressed_spherical,-0.109076,0.487777,0.075541,0.505500,-0.220000,0.150000,1.263360,60.999999,,2022,-22,15,4512,1525,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,43,1020,compressed_spherical,-0.052173,0.244779,-0.035270,0.252750,-0.210000,-0.140000,-0.315840,45.879999,,1011,-21,-14,-1128,1147,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,44,1020,compressed_spherical,-0.064688,0.303496,-0.059679,0.316000,-0.210000,-0.190000,0.947520,42.639999,,1264,-21,-19,3384,1066,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,45,1020,compressed_spherical,-0.091870,0.431027,0.039771,0.442500,-0.210000,0.090000,1.263360,40.759999,,1770,-21,9,4512,1019,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,46,1020,compressed_spherical,-0.104193,0.488843,0.075541,0.505500,-0.210000,0.150000,1.263360,47.639999,,2022,-21,15,4512,1191,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,47,1020,compressed_spherical,-0.484372,2.166053,0.735535,2.338250,-0.220000,0.320000,0.631680,5.880000,,9353,-22,32,2256,147,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,48,1020,compressed_spherical,-0.049722,0.245288,-0.035270,0.252750,-0.200000,-0.140000,-0.315840,31.519999,,1011,-20,-14,-1128,788,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,49,1020,compressed_spherical,-0.099705,0.491861,0.060515,0.505500,-0.200000,0.120000,1.263360,34.759999,,2022,-20,12,4512,869,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,50,1020,compressed_spherical,-0.047124,0.245031,-0.040268,0.252750,-0.190000,-0.160000,-0.315840,22.360000,,1011,-19,-16,-1128,559,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,51,1020,compressed_spherical,-0.070924,0.368781,-0.052922,0.379250,-0.190000,-0.140000,0.947520,15.240000,,1517,-19,-14,3384,381,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,52,1020,compressed_spherical,-0.094782,0.492833,0.060515,0.505500,-0.190000,0.120000,1.263360,24.239999,,2022,-19,12,4512,606,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,53,1020,compressed_spherical,-0.044672,0.245490,-0.040268,0.252750,-0.180000,-0.160000,-0.315840,16.240000,,1011,-18,-16,-1128,406,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,54,1020,compressed_spherical,-0.226599,1.178242,0.397612,1.264000,-0.190000,0.320000,-7.738080,9.360000,,5056,-19,32,-27636,234,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,55,1020,compressed_spherical,-0.172518,1.005017,0.337923,1.074250,-0.170000,0.320000,6.000960,5.000000,,4297,-17,32,21432,125,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,56,1020,compressed_spherical,-0.182676,1.064190,0.357819,1.137500,-0.170000,0.320000,-8.053920,7.760000,,4550,-17,32,-28764,194,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,57,1020,compressed_spherical,-0.192833,1.123364,0.377716,1.200750,-0.170000,0.320000,-7.738080,8.240000,,4803,-17,32,-27636,206,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,58,1020,compressed_spherical,-0.202991,1.182538,0.397612,1.264000,-0.170000,0.320000,-7.738080,12.000000,,5056,-17,32,-27636,300,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,59,1020,compressed_spherical,-0.162459,1.006692,0.337923,1.074250,-0.160000,0.320000,6.000960,6.760000,,4297,-16,32,21432,169,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,60,1020,compressed_spherical,-0.172025,1.065964,0.357819,1.137500,-0.160000,0.320000,-8.053920,10.360000,,4550,-16,32,-28764,259,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,61,1020,compressed_spherical,-0.181590,1.125236,0.377716,1.200750,-0.160000,0.320000,-7.738080,11.000000,,4803,-16,32,-27636,275,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,62,1020,compressed_spherical,-0.191155,1.184508,0.397612,1.264000,-0.160000,0.320000,-7.738080,15.880000,,5056,-16,32,-27636,397,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,63,1020,compressed_spherical,-0.152384,1.008266,0.337923,1.074250,-0.150000,0.320000,6.000960,9.360000,,4297,-15,32,21432,234,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,64,1020,compressed_spherical,-0.161357,1.067631,0.357819,1.137500,-0.150000,0.320000,-8.053920,14.520000,,4550,-15,32,-28764,363,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,65,1020,compressed_spherical,-0.170329,1.126996,0.377716,1.200750,-0.150000,0.320000,-7.738080,15.520000,,4803,-15,32,-27636,388,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,66,1020,compressed_spherical,-0.179301,1.186361,0.397612,1.264000,-0.150000,0.320000,-7.738080,21.120000,,5056,-15,32,-27636,528,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,67,1020,compressed_spherical,-0.142294,1.009739,0.337923,1.074250,-0.140000,0.320000,6.000960,13.880000,,4297,-14,32,21432,347,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,68,1020,compressed_spherical,-0.150672,1.069191,0.357819,1.137500,-0.140000,0.320000,-8.053920,21.240000,,4550,-14,32,-28764,531,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,69,1020,compressed_spherical,-0.159050,1.128643,0.377716,1.200750,-0.140000,0.320000,-7.738080,22.639999,,4803,-14,32,-27636,566,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,70,1020,compressed_spherical,-0.167429,1.188094,0.397612,1.264000,-0.140000,0.320000,1.421280,28.239999,,5056,-14,32,5076,706,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,71,1020,compressed_spherical,-0.177475,1.259386,-0.379530,1.327250,-0.140000,-0.290000,-0.473760,11.240000,,5309,-14,-29,-1692,281,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,72,1020,compressed_spherical,-0.124438,0.951815,0.318105,1.011250,-0.130000,0.320000,6.158880,5.000000,,4045,-13,32,21996,125,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,73,1020,compressed_spherical,-0.132190,1.011112,0.337923,1.074250,-0.130000,0.320000,6.000960,22.240000,,4297,-13,32,21432,556,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,74,1020,compressed_spherical,-0.139973,1.070644,0.357819,1.137500,-0.130000,0.320000,-8.053920,33.519999,,4550,-13,32,-28764,838,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,75,1020,compressed_spherical,-0.147756,1.130177,0.377716,1.200750,-0.130000,0.320000,-3.632160,34.999999,,4803,-13,32,-12972,875,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,76,1020,compressed_spherical,-0.155539,1.189709,0.397612,1.264000,-0.130000,0.320000,1.421280,36.879999,,5056,-13,32,5076,922,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,77,1020,compressed_spherical,-0.114913,0.953011,0.318105,1.011250,-0.120000,0.320000,0.789600,6.000000,,4045,-12,32,2820,150,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,78,1020,compressed_spherical,-0.122072,1.012383,0.337923,1.074250,-0.120000,0.320000,6.000960,38.879999,,4297,-12,32,21432,972,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,79,1020,compressed_spherical,-0.129260,1.071990,0.357819,1.137500,-0.120000,0.320000,-8.053920,57.879999,,4550,-12,32,-28764,1447,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,80,1020,compressed_spherical,-0.136447,1.131598,0.377716,1.200750,-0.120000,0.320000,-3.632160,57.519999,,4803,-12,32,-12972,1438,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,81,1020,compressed_spherical,-0.145834,1.209446,-0.337149,1.264000,-0.120000,-0.270000,-7.738080,44.359999,,5056,-12,-27,-27636,1109,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,82,1020,compressed_spherical,-0.105378,0.954113,0.318105,1.011250,-0.110000,0.320000,0.789600,7.000000,,4045,-11,32,2820,175,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,83,1020,compressed_spherical,-0.111943,1.013553,0.337923,1.074250,-0.110000,0.320000,-9.159080,74.239998,,4297,-11,32,-32711,1856,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,84,1020,compressed_spherical,-0.118534,1.073229,0.357819,1.137500,-0.110000,0.320000,-8.053920,112.119997,,4550,-11,32,-28764,2803,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,85,1020,compressed_spherical,-0.125125,1.132906,0.377716,1.200750,-0.110000,0.320000,-3.632160,95.999998,,4803,-11,32,-12972,2400,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,86,1020,compressed_spherical,-0.133733,1.210844,-0.337149,1.264000,-0.110000,-0.270000,-7.738080,46.359999,,5056,-11,-27,-27636,1159,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,87,1020,compressed_spherical,-0.095832,0.955119,0.318105,1.011250,-0.100000,0.320000,0.789600,7.880000,,4045,-10,32,2820,197,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,88,1020,compressed_spherical,-0.101802,1.014622,0.337923,1.074250,-0.100000,0.320000,-0.473760,128.519997,,4297,-10,32,-1692,3213,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,89,1020,compressed_spherical,-0.107796,1.074361,0.357819,1.137500,-0.100000,0.320000,-8.053920,222.519995,,4550,-10,32,-28764,5563,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,90,1020,compressed_spherical,-0.113790,1.134100,0.377716,1.200750,-0.100000,0.320000,-3.632160,136.359997,,4803,-10,32,-12972,3409,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,91,1020,compressed_spherical,-0.121618,1.212121,-0.337149,1.264000,-0.100000,-0.270000,-0.473760,41.639999,,5056,-10,-27,-1692,1041,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,92,1020,compressed_spherical,-0.086276,0.956029,0.318105,1.011250,-0.090000,0.320000,0.789600,8.360000,,4045,-9,32,2820,209,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,93,1020,compressed_spherical,-0.091651,1.015589,0.337923,1.074250,-0.090000,0.320000,-0.473760,124.239997,,4297,-9,32,-1692,3106,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,94,1020,compressed_spherical,-0.097047,1.075385,0.357819,1.137500,-0.090000,0.320000,-8.053920,270.999994,,4550,-9,32,-28764,6775,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,95,1020,compressed_spherical,-0.102443,1.135181,0.377716,1.200750,-0.090000,0.320000,-3.632160,127.239997,,4803,-9,32,-12972,3181,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,96,1020,compressed_spherical,-0.109491,1.213276,-0.337149,1.264000,-0.090000,-0.270000,-0.473760,33.519999,,5056,-9,-27,-1692,838,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,97,1020,compressed_spherical,-0.196511,2.177552,0.628709,2.275000,-0.090000,0.280000,0.631680,9.120000,,9100,-9,28,2256,228,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,98,1020,compressed_spherical,-0.081490,1.016455,0.337923,1.074250,-0.080000,0.320000,-0.473760,73.359998,,4297,-8,32,-1692,1834,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,99,1020,compressed_spherical,-0.086288,1.076302,0.357819,1.137500,-0.080000,0.320000,-8.053920,160.119996,,4550,-8,32,-28764,4003,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,100,1020,compressed_spherical,-0.091086,1.136149,0.377716,1.200750,-0.080000,0.320000,-3.632160,85.119998,,4803,-8,32,-12972,2128,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,101,1020,compressed_spherical,-0.097353,1.214310,-0.337149,1.264000,-0.080000,-0.270000,-0.473760,25.759999,,5056,-8,-27,-1692,644,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,102,1020,compressed_spherical,-0.071322,1.017219,0.337923,1.074250,-0.070000,0.320000,-0.473760,41.999999,,4297,-7,32,-1692,1050,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,103,1020,compressed_spherical,-0.075521,1.077111,0.357819,1.137500,-0.070000,0.320000,-8.053920,83.999998,,4550,-7,32,-28764,2100,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,104,1020,compressed_spherical,-0.079720,1.137003,0.377716,1.200750,-0.070000,0.320000,-3.632160,53.239999,,4803,-7,32,-12972,1331,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,105,1020,compressed_spherical,-0.085205,1.215223,-0.337149,1.264000,-0.070000,-0.270000,-0.473760,19.640000,,5056,-7,-27,-1692,491,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,106,1020,compressed_spherical,-0.061146,1.017881,0.337923,1.074250,-0.060000,0.320000,-0.473760,26.239999,,4297,-6,32,-1692,656,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,107,1020,compressed_spherical,-0.064746,1.077812,0.357819,1.137500,-0.060000,0.320000,-8.053920,48.879999,,4550,-6,32,-28764,1222,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,108,1020,compressed_spherical,-0.068347,1.137743,0.377716,1.200750,-0.060000,0.320000,-3.632160,34.879999,,4803,-6,32,-12972,872,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,109,1020,compressed_spherical,-0.072630,1.209041,-0.361444,1.264000,-0.060000,-0.290000,-0.473760,15.120000,,5056,-6,-29,-1692,378,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,110,1020,compressed_spherical,-0.050965,1.018442,0.337923,1.074250,-0.050000,0.320000,-0.473760,18.000000,,4297,-5,32,-1692,450,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,111,1020,compressed_spherical,-0.053965,1.078406,0.357819,1.137500,-0.050000,0.320000,-8.053920,31.639999,,4550,-5,32,-28764,791,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,112,1020,compressed_spherical,-0.056966,1.138370,0.377716,1.200750,-0.050000,0.320000,-3.632160,24.239999,,4803,-5,32,-12972,606,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,113,1020,compressed_spherical,-0.060536,1.209707,-0.361444,1.264000,-0.050000,-0.290000,-0.473760,12.000000,,5056,-5,-29,-1692,300,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,114,1020,compressed_spherical,-0.040778,1.018901,0.337923,1.074250,-0.040000,0.320000,-0.473760,13.120000,,4297,-4,32,-1692,328,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,115,1020,compressed_spherical,-0.043179,1.078892,0.357819,1.137500,-0.040000,0.320000,-8.053920,22.120000,,4550,-4,32,-28764,553,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,116,1020,compressed_spherical,-0.034712,1.156727,-0.320278,1.200750,-0.030000,-0.270000,-7.738080,17.760000,,4803,-3,-27,-27636,444,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
1783488725.516,aop6m_test_02,vital_signs_AOP_6m.cfg,41,0,117,1020,compressed_spherical,-0.020393,1.019512,0.337923,1.074250,-0.020000,0.320000,-0.473760,10.120000,,4297,-2,32,-1692,253,,0.0002500000118743628,0.009999999776482582,0.009999999776482582,0.0002800000074785203,0.03999999910593033
