timestamp,session_id,cfg,frame,sub_frame,point_index,target_index,raw_target_index
1783488724.239,aop6m_test_02,vital_signs_AOP_6m.cfg,27,0,12,0,0
1783488724.239,aop6m_test_02,vital_signs_AOP_6m.cfg,27,0,13,0,0
1783488724.239,aop6m_test_02,vital_signs_AOP_6m.cfg,27,0,14,0,0
1783488724.239,aop6m_test_02,vital_signs_AOP_6m.cfg,27,0,15,0,0
1783488724.239,aop6m_test_02,vital_signs_AOP_6m.cfg,27,0,16,0,0
1783488724.239,aop6m_test_02,vital_signs_AOP_6m.cfg,27,0,17,0,0
1783488724.239,aop6m_test_02,vital_signs_AOP_6m.cfg,27,0,18,0,0
1783488724.239,aop6m_test_02,vital_signs_AOP_6m.cfg,27,0,19,0,0
1783488724.239,aop6m_test_02,vital_signs_AOP_6m.cfg,27,0,20,0,0
1783488724.239,aop6m_test_02,vital_signs_AOP_6m.cfg,27,0,21,0,0
1783488724.239,aop6m_test_02,vital_signs_AOP_6m.cfg,27,0,22,0,0
1783488724.239,aop6m_test_02,vital_signs_AOP_6m.cfg,27,0,23,0,0
1783488724.239,aop6m_test_02,vital_signs_AOP_6m.cfg,27,0,24,0,0
1783488724.239,aop6m_test_02,vital_signs_AOP_6m.cfg,27,0,25,0,0
1783488724.239,aop6m_test_02,vital_signs_AOP_6m.cfg,27,0,26,0,0
1783488724.239,aop6m_test_02,vital_signs_AOP_6m.cfg,27,0,27,0,0
1783488724.239,aop6m_test_02,vital_signs_AOP_6m.cfg,27,0,28,0,0
1783488724.239,aop6m_test_02,vital_signs_AOP_6m.cfg,27,0,29,0,0
1783488724.239,aop6m_test_02,vital_signs_AOP_6m.cfg,27,0,30,0,0
1783488724.239,aop6m_test_02,vital_signs_AOP_6m.cfg,27,0,31,0,0
1783488724.239,aop6m_test_02,vital_signs_AOP_6m.cfg,27,0,32,0,0
1783488724.239,aop6m_test_02,vital_signs_AOP_6m.cfg,27,0,33,0,0
1783488724.329,aop6m_test_02,vital_signs_AOP_6m.cfg,28,0,0,0,0
1783488724.329,aop6m_test_02,vital_signs_AOP_6m.cfg,28,0,1,0,0
1783488724.329,aop6m_test_02,vital_signs_AOP_6m.cfg,28,0,2,0,0
1783488724.329,aop6m_test_02,vital_signs_AOP_6m.cfg,28,0,3,0,0
1783488724.329,aop6m_test_02,vital_signs_AOP_6m.cfg,28,0,4,0,0
1783488724.329,aop6m_test_02,vital_signs_AOP_6m.cfg,28,0,5,0,0
1783488724.329,aop6m_test_02,vital_signs_AOP_6m.cfg,28,0,6,0,0
1783488724.329,aop6m_test_02,vital_signs_AOP_6m.cfg,28,0,7,0,0
1783488724.329,aop6m_test_02,vital_signs_AOP_6m.cfg,28,0,8,0,0
1783488724.329,aop6m_test_02,vital_signs_AOP_6m.cfg,28,0,9,0,0
1783488724.329,aop6m_test_02,vital_signs_AOP_6m.cfg,28,0,10,0,0
1783488724.329,aop6m_test_02,vital_signs_AOP_6m.cfg,28,0,11,0,0
1783488724.329,aop6m_test_02,vital_signs_AOP_6m.cfg,28,0,12,0,0
1783488724.329,aop6m_test_02,vital_signs_AOP_6m.cfg,28,0,13,0,0
1783488724.329,aop6m_test_02,vital_signs_AOP_6m.cfg,28,0,14,0,0
1783488724.329,aop6m_test_02,vital_signs_AOP_6m.cfg,28,0,15,0,0
1783488724.329,aop6m_test_02,vital_signs_AOP_6m.cfg,28,0,16,0,0
1783488724.329,aop6m_test_02,vital_signs_AOP_6m.cfg,28,0,17,0,0
1783488724.329,aop6m_test_02,vital_signs_AOP_6m.cfg,28,0,18,0,0
1783488724.329,aop6m_test_02,vital_signs_AOP_6m.cfg,28,0,19,0,0
1783488724.329,aop6m_test_02,vital_signs_AOP_6m.cfg,28,0,20,0,0
1783488724.329,aop6m_test_02,vital_signs_AOP_6m.cfg,28,0,21,0,0
1783488724.329,aop6m_test_02,vital_signs_AOP_6m.cfg,28,0,22,0,0
1783488724.329,aop6m_test_02,vital_signs_AOP_6m.cfg,28,0,23,0,0
1783488724.329,aop6m_test_02,vital_signs_AOP_6m.cfg,28,0,24,0,0
1783488724.329,aop6m_test_02,vital_signs_AOP_6m.cfg,28,0,25,0,0
1783488724.329,aop6m_test_02,vital_signs_AOP_6m.cfg,28,0,26,0,0
1783488724.329,aop6m_test_02,vital_signs_AOP_6m.cfg,28,0,27,0,0
1783488724.329,aop6m_test_02,vital_signs_AOP_6m.cfg,28,0,28,0,0
1783488724.329,aop6m_test_02,vital_signs_AOP_6m.cfg,28,0,29,0,0
1783488724.329,aop6m_test_02,vital_signs_AOP_6m.cfg,28,0,30,0,0
1783488724.329,aop6m_test_02,vital_signs_AOP_6m.cfg,28,0,31,0,0
1783488724.329,aop6m_test_02,vital_signs_AOP_6m.cfg,28,0,32,0,0
1783488724.329,aop6m_test_02,vital_signs_AOP_6m.cfg,28,0,33,0,0
1783488724.329,aop6m_test_02,vital_signs_AOP_6m.cfg,28,0,34,0,0
1783488724.329,aop6m_test_02,vital_signs_AOP_6m.cfg,28,0,35,0,0
1783488724.329,aop6m_test_02,vital_signs_AOP_6m.cfg,28,0,36,0,0
1783488724.329,aop6m_test_02,vital_signs_AOP_6m.cfg,28,0,37,0,0
1783488724.329,aop6m_test_02,vital_signs_AOP_6m.cfg,28,0,38,0,0
1783488724.329,aop6m_test_02,vital_signs_AOP_6m.cfg,28,0,39,0,0
1783488724.329,aop6m_test_02,vital_signs_AOP_6m.cfg,28,0,40,0,0
1783488724.329,aop6m_test_02,vital_signs_AOP_6m.cfg,28,0,41,0,0
1783488724.329,aop6m_test_02,vital_signs_AOP_6m.cfg,28,0,42,0,0
1783488724.329,aop6m_test_02,vital_signs_AOP_6m.cfg,28,0,43,0,0
1783488724.329,aop6m_test_02,vital_signs_AOP_6m.cfg,28,0,44,255,255
1783488724.329,aop6m_test_02,vital_signs_AOP_6m.cfg,28,0,45,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,0,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,1,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,2,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,3,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,4,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,5,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,6,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,7,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,8,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,9,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,10,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,11,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,12,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,13,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,14,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,15,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,16,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,17,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,18,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,19,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,20,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,21,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,22,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,23,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,24,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,25,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,26,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,27,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,28,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,29,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,30,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,31,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,32,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,33,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,34,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,35,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,36,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,37,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,38,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,39,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,40,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,41,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,42,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,43,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,44,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,45,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,46,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,47,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,48,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,49,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,50,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,51,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,52,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,53,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,54,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,55,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,56,0,0
1783488724.421,aop6m_test_02,vital_signs_AOP_6m.cfg,29,0,57,0,0
