timestamp,session_id,cfg,frame,sub_frame,target_index,target_id,pos_x_m,pos_y_m,pos_z_m,vel_x_mps,vel_y_mps,vel_z_mps,acc_x_mps2,acc_y_mps2,acc_z_mps2,ec0,ec1,ec2,ec3,ec4,ec5,ec6,ec7,ec8,ec9,ec10,ec11,ec12,ec13,ec14,ec15,g,confidence
1783488747.536,aop6m_test_02,vital_signs_AOP_6m.cfg,286,0,0,0,0.019965,1.172803,0.029426,0.002889,0.002069,-0.005494,0.002099,0.003297,-0.003808,2.146051,-0.023179,-0.080409,-0.008988,-0.023179,2.951932,-0.065735,-0.007707,-0.080409,-0.065735,2.371712,-0.019328,-0.008988,-0.007707,-0.019328,0.035197,3.000000,0.999903
1783488747.640,aop6m_test_02,vital_signs_AOP_6m.cfg,287,0,0,0,0.019965,1.172803,0.029426,0.002889,0.002069,-0.005494,0.002099,0.003297,-0.003808,2.146051,-0.023179,-0.080409,-0.008988,-0.023179,2.951932,-0.065735,-0.007707,-0.080409,-0.065735,2.371712,-0.019328,-0.008988,-0.007707,-0.019328,0.035197,3.000000,0.999903
1783488747.765,aop6m_test_02,vital_signs_AOP_6m.cfg,288,0,0,0,0.019965,1.172803,0.029426,0.002889,0.002069,-0.005494,0.002099,0.003297,-0.003808,2.146051,-0.023179,-0.080409,-0.008988,-0.023179,2.951932,-0.065735,-0.007707,-0.080409,-0.065735,2.371712,-0.019328,-0.008988,-0.007707,-0.019328,0.035197,3.000000,0.999904
1783488747.809,aop6m_test_02,vital_signs_AOP_6m.cfg,289,0,0,0,0.019965,1.172803,0.029426,0.002889,0.002069,-0.005494,0.002099,0.003297,-0.003808,2.146051,-0.023179,-0.080409,-0.008988,-0.023179,2.951932,-0.065735,-0.007707,-0.080409,-0.065735,2.371712,-0.019328,-0.008988,-0.007707,-0.019328,0.035197,3.000000,0.999905
1783488747.892,aop6m_test_02,vital_signs_AOP_6m.cfg,290,0,0,0,0.019965,1.172803,0.029426,0.002889,0.002069,-0.005494,0.002099,0.003297,-0.003808,2.146051,-0.023179,-0.080409,-0.008988,-0.023179,2.951932,-0.065735,-0.007707,-0.080409,-0.065735,2.371712,-0.019328,-0.008988,-0.007707,-0.019328,0.035197,3.000000,0.999905
1783488747.976,aop6m_test_02,vital_signs_AOP_6m.cfg,291,0,0,0,0.019965,1.172803,0.029426,0.002889,0.002069,-0.005494,0.002099,0.003297,-0.003808,2.146051,-0.023179,-0.080409,-0.008988,-0.023179,2.951932,-0.065735,-0.007707,-0.080409,-0.065735,2.371712,-0.019328,-0.008988,-0.007707,-0.019328,0.035197,3.000000,0.999905
1783488748.079,aop6m_test_02,vital_signs_AOP_6m.cfg,292,0,0,0,0.019965,1.172803,0.029426,0.002889,0.002069,-0.005494,0.002099,0.003297,-0.003808,2.146051,-0.023179,-0.080409,-0.008988,-0.023179,2.951932,-0.065735,-0.007707,-0.080409,-0.065735,2.371712,-0.019328,-0.008988,-0.007707,-0.019328,0.035197,3.000000,0.999905
1783488748.161,aop6m_test_02,vital_signs_AOP_6m.cfg,293,0,0,0,0.019965,1.172803,0.029426,0.002889,0.002069,-0.005494,0.002099,0.003297,-0.003808,2.146051,-0.023179,-0.080409,-0.008988,-0.023179,2.951932,-0.065735,-0.007707,-0.080409,-0.065735,2.371712,-0.019328,-0.008988,-0.007707,-0.019328,0.035197,3.000000,0.999905
1783488748.264,aop6m_test_02,vital_signs_AOP_6m.cfg,294,0,0,0,0.019965,1.172803,0.029426,0.002889,0.002069,-0.005494,0.002099,0.003297,-0.003808,2.146051,-0.023179,-0.080409,-0.008988,-0.023179,2.951932,-0.065735,-0.007707,-0.080409,-0.065735,2.371712,-0.019328,-0.008988,-0.007707,-0.019328,0.035197,3.000000,0.999905
1783488748.347,aop6m_test_02,vital_signs_AOP_6m.cfg,295,0,0,0,0.019965,1.172803,0.029426,0.002889,0.002069,-0.005494,0.002099,0.003297,-0.003808,2.146051,-0.023179,-0.080409,-0.008988,-0.023179,2.951932,-0.065735,-0.007707,-0.080409,-0.065735,2.371712,-0.019328,-0.008988,-0.007707,-0.019328,0.035197,3.000000,0.999905
1783488748.430,aop6m_test_02,vital_signs_AOP_6m.cfg,296,0,0,0,0.019965,1.172803,0.029426,0.002889,0.002069,-0.005494,0.002099,0.003297,-0.003808,2.146051,-0.023179,-0.080409,-0.008988,-0.023179,2.951932,-0.065735,-0.007707,-0.080409,-0.065735,2.371712,-0.019328,-0.008988,-0.007707,-0.019328,0.035197,3.000000,0.999905
1783488748.534,aop6m_test_02,vital_signs_AOP_6m.cfg,297,0,0,0,0.019965,1.172803,0.029426,0.002889,0.002069,-0.005494,0.002099,0.003297,-0.003808,2.146051,-0.023179,-0.080409,-0.008988,-0.023179,2.951932,-0.065735,-0.007707,-0.080409,-0.065735,2.371712,-0.019328,-0.008988,-0.007707,-0.019328,0.035197,3.000000,0.999905
1783488748.617,aop6m_test_02,vital_signs_AOP_6m.cfg,298,0,0,0,0.019965,1.172803,0.029426,0.002889,0.002069,-0.005494,0.002099,0.003297,-0.003808,2.146051,-0.023179,-0.080409,-0.008988,-0.023179,2.951932,-0.065735,-0.007707,-0.080409,-0.065735,2.371712,-0.019328,-0.008988,-0.007707,-0.019328,0.035197,3.000000,0.999905
1783488748.702,aop6m_test_02,vital_signs_AOP_6m.cfg,299,0,0,0,0.019965,1.172803,0.029426,0.002889,0.002069,-0.005494,0.002099,0.003297,-0.003808,2.146051,-0.023179,-0.080409,-0.008988,-0.023179,2.951932,-0.065735,-0.007707,-0.080409,-0.065735,2.371712,-0.019328,-0.008988,-0.007707,-0.019328,0.035197,3.000000,0.999906
1783488748.786,aop6m_test_02,vital_signs_AOP_6m.cfg,300,0,0,0,0.019965,1.172803,0.029426,0.002889,0.002069,-0.005494,0.002099,0.003297,-0.003808,2.146051,-0.023179,-0.080409,-0.008988,-0.023179,2.951932,-0.065735,-0.007707,-0.080409,-0.065735,2.371712,-0.019328,-0.008988,-0.007707,-0.019328,0.035197,3.000000,0.999906
1783488748.890,aop6m_test_02,vital_signs_AOP_6m.cfg,301,0,0,0,0.019965,1.172803,0.029426,0.002889,0.002069,-0.005494,0.002099,0.003297,-0.003808,2.146051,-0.023179,-0.080409,-0.008988,-0.023179,2.951932,-0.065735,-0.007707,-0.080409,-0.065735,2.371712,-0.019328,-0.008988,-0.007707,-0.019328,0.035197,3.000000,0.999906
1783488748.974,aop6m_test_02,vital_signs_AOP_6m.cfg,302,0,0,0,0.019965,1.172803,0.029426,0.002889,0.002069,-0.005494,0.002099,0.003297,-0.003808,2.146051,-0.023179,-0.080409,-0.008988,-0.023179,2.951932,-0.065735,-0.007707,-0.080409,-0.065735,2.371712,-0.019328,-0.008988,-0.007707,-0.019328,0.035197,3.000000,0.999906
1783488749.057,aop6m_test_02,vital_signs_AOP_6m.cfg,303,0,0,0,0.019965,1.172803,0.029426,0.002889,0.002069,-0.005494,0.002099,0.003297,-0.003808,2.146051,-0.023179,-0.080409,-0.008988,-0.023179,2.951932,-0.065735,-0.007707,-0.080409,-0.065735,2.371712,-0.019328,-0.008988,-0.007707,-0.019328,0.035197,3.000000,0.999906
1783488749.204,aop6m_test_02,vital_signs_AOP_6m.cfg,304,0,0,0,0.019965,1.172803,0.029426,0.002889,0.002069,-0.005494,0.002099,0.003297,-0.003808,2.146051,-0.023179,-0.080409,-0.008988,-0.023179,2.951932,-0.065735,-0.007707,-0.080409,-0.065735,2.371712,-0.019328,-0.008988,-0.007707,-0.019328,0.035197,3.000000,0.999906
1783488749.247,aop6m_test_02,vital_signs_AOP_6m.cfg,305,0,0,0,0.019965,1.172803,0.029426,0.002889,0.002069,-0.005494,0.002099,0.003297,-0.003808,2.146051,-0.023179,-0.080409,-0.008988,-0.023179,2.951932,-0.065735,-0.007707,-0.080409,-0.065735,2.371712,-0.019328,-0.008988,-0.007707,-0.019328,0.035197,3.000000,0.999906
1783488749.331,aop6m_test_02,vital_signs_AOP_6m.cfg,306,0,0,0,0.019965,1.172803,0.029426,0.002889,0.002069,-0.005494,0.002099,0.003297,-0.003808,2.146051,-0.023179,-0.080409,-0.008988,-0.023179,2.951932,-0.065735,-0.007707,-0.080409,-0.065735,2.371712,-0.019328,-0.008988,-0.007707,-0.019328,0.035197,3.000000,0.999906
1783488749.416,aop6m_test_02,vital_signs_AOP_6m.cfg,307,0,0,0,0.019965,1.172803,0.029426,0.002889,0.002069,-0.005494,0.002099,0.003297,-0.003808,2.146051,-0.023179,-0.080409,-0.008988,-0.023179,2.951932,-0.065735,-0.007707,-0.080409,-0.065735,2.371712,-0.019328,-0.008988,-0.007707,-0.019328,0.035197,3.000000,0.999906
1783488749.520,aop6m_test_02,vital_signs_AOP_6m.cfg,308,0,0,0,0.019965,1.172803,0.029426,0.002889,0.002069,-0.005494,0.002099,0.003297,-0.003808,2.146051,-0.023179,-0.080409,-0.008988,-0.023179,2.951932,-0.065735,-0.007707,-0.080409,-0.065735,2.371712,-0.019328,-0.008988,-0.007707,-0.019328,0.035197,3.000000,0.999906
1783488749.605,aop6m_test_02,vital_signs_AOP_6m.cfg,309,0,0,0,0.019965,1.172803,0.029426,0.002889,0.002069,-0.005494,0.002099,0.003297,-0.003808,2.146051,-0.023179,-0.080409,-0.008988,-0.023179,2.951932,-0.065735,-0.007707,-0.080409,-0.065735,2.371712,-0.019328,-0.008988,-0.007707,-0.019328,0.035197,3.000000,0.999906
1783488749.689,aop6m_test_02,vital_signs_AOP_6m.cfg,310,0,0,0,0.019965,1.172803,0.029426,0.002889,0.002069,-0.005494,0.002099,0.003297,-0.003808,2.146051,-0.023179,-0.080409,-0.008988,-0.023179,2.951932,-0.065735,-0.007707,-0.080409,-0.065735,2.371712,-0.019328,-0.008988,-0.007707,-0.019328,0.035197,3.000000,0.999906
1783488749.794,aop6m_test_02,vital_signs_AOP_6m.cfg,311,0,0,0,0.019965,1.172803,0.029426,0.002889,0.002069,-0.005494,0.002099,0.003297,-0.003808,2.146051,-0.023179,-0.080409,-0.008988,-0.023179,2.951932,-0.065735,-0.007707,-0.080409,-0.065735,2.371712,-0.019328,-0.008988,-0.007707,-0.019328,0.035197,3.000000,0.999906
1783488749.877,aop6m_test_02,vital_signs_AOP_6m.cfg,312,0,0,0,0.019965,1.172803,0.029426,0.002889,0.002069,-0.005494,0.002099,0.003297,-0.003808,2.146051,-0.023179,-0.080409,-0.008988,-0.023179,2.951932,-0.065735,-0.007707,-0.080409,-0.065735,2.371712,-0.019328,-0.008988,-0.007707,-0.019328,0.035197,3.000000,0.999906
1783488749.961,aop6m_test_02,vital_signs_AOP_6m.cfg,313,0,0,0,0.019965,1.172803,0.029426,0.002889,0.002069,-0.005494,0.002099,0.003297,-0.003808,2.146051,-0.023179,-0.080409,-0.008988,-0.023179,2.951932,-0.065735,-0.007707,-0.080409,-0.065735,2.371712,-0.019328,-0.008988,-0.007707,-0.019328,0.035197,3.000000,0.999906
1783488750.066,aop6m_test_02,vital_signs_AOP_6m.cfg,314,0,0,0,0.019965,1.172803,0.029426,0.002889,0.002069,-0.005494,0.002099,0.003297,-0.003808,2.146051,-0.023179,-0.080409,-0.008988,-0.023179,2.951932,-0.065735,-0.007707,-0.080409,-0.065735,2.371712,-0.019328,-0.008988,-0.007707,-0.019328,0.035197,3.000000,0.999906
1783488750.150,aop6m_test_02,vital_signs_AOP_6m.cfg,315,0,0,0,0.019965,1.172803,0.029426,0.002889,0.002069,-0.005494,0.002099,0.003297,-0.003808,2.146051,-0.023179,-0.080409,-0.008988,-0.023179,2.951932,-0.065735,-0.007707,-0.080409,-0.065735,2.371712,-0.019328,-0.008988,-0.007707,-0.019328,0.035197,3.000000,0.999906
1783488750.235,aop6m_test_02,vital_signs_AOP_6m.cfg,316,0,0,0,0.019965,1.172803,0.029426,0.002889,0.002069,-0.005494,0.002099,0.003297,-0.003808,2.146051,-0.023179,-0.080409,-0.008988,-0.023179,2.951932,-0.065735,-0.007707,-0.080409,-0.065735,2.371712,-0.019328,-0.008988,-0.007707,-0.019328,0.035197,3.000000,0.999906
1783488750.319,aop6m_test_02,vital_signs_AOP_6m.cfg,317,0,0,0,0.019965,1.172803,0.029426,0.002889,0.002069,-0.005494,0.002099,0.003297,-0.003808,2.146051,-0.023179,-0.080409,-0.008988,-0.023179,2.951932,-0.065735,-0.007707,-0.080409,-0.065735,2.371712,-0.019328,-0.008988,-0.007707,-0.019328,0.035197,3.000000,0.999906
1783488750.423,aop6m_test_02,vital_signs_AOP_6m.cfg,318,0,0,0,0.019965,1.172803,0.029426,0.002889,0.002069,-0.005494,0.002099,0.003297,-0.003808,2.146051,-0.023179,-0.080409,-0.008988,-0.023179,2.951932,-0.065735,-0.007707,-0.080409,-0.065735,2.371712,-0.019328,-0.008988,-0.007707,-0.019328,0.035197,3.000000,0.999906
1783488750.506,aop6m_test_02,vital_signs_AOP_6m.cfg,319,0,0,0,0.019965,1.172803,0.029426,0.002889,0.002069,-0.005494,0.002099,0.003297,-0.003808,2.146051,-0.023179,-0.080409,-0.008988,-0.023179,2.951932,-0.065735,-0.007707,-0.080409,-0.065735,2.371712,-0.019328,-0.008988,-0.007707,-0.019328,0.035197,3.000000,0.999906
1783488750.631,aop6m_test_02,vital_signs_AOP_6m.cfg,320,0,0,0,0.019965,1.172803,0.029426,0.002889,0.002069,-0.005494,0.002099,0.003297,-0.003808,2.146051,-0.023179,-0.080409,-0.008988,-0.023179,2.951932,-0.065735,-0.007707,-0.080409,-0.065735,2.371712,-0.019328,-0.008988,-0.007707,-0.019328,0.035197,3.000000,0.999906
1783488750.694,aop6m_test_02,vital_signs_AOP_6m.cfg,321,0,0,0,0.019965,1.172803,0.029426,0.002889,0.002069,-0.005494,0.002099,0.003297,-0.003808,2.146051,-0.023179,-0.080409,-0.008988,-0.023179,2.951932,-0.065735,-0.007707,-0.080409,-0.065735,2.371712,-0.019328,-0.008988,-0.007707,-0.019328,0.035197,3.000000,0.999906
1783488750.778,aop6m_test_02,vital_signs_AOP_6m.cfg,322,0,0,0,0.019965,1.172803,0.029426,0.002889,0.002069,-0.005494,0.002099,0.003297,-0.003808,2.146051,-0.023179,-0.080409,-0.008988,-0.023179,2.951932,-0.065735,-0.007707,-0.080409,-0.065735,2.371712,-0.019328,-0.008988,-0.007707,-0.019328,0.035197,3.000000,0.999906
1783488750.861,aop6m_test_02,vital_signs_AOP_6m.cfg,323,0,0,0,0.019965,1.172803,0.029426,0.002889,0.002069,-0.005494,0.002099,0.003297,-0.003808,2.146051,-0.023179,-0.080409,-0.008988,-0.023179,2.951932,-0.065735,-0.007707,-0.080409,-0.065735,2.371712,-0.019328,-0.008988,-0.007707,-0.019328,0.035197,3.000000,0.999906
1783488750.967,aop6m_test_02,vital_signs_AOP_6m.cfg,324,0,0,0,0.019965,1.172803,0.029426,0.002889,0.002069,-0.005494,0.002099,0.003297,-0.003808,2.146051,-0.023179,-0.080409,-0.008988,-0.023179,2.951932,-0.065735,-0.007707,-0.080409,-0.065735,2.371712,-0.019328,-0.008988,-0.007707,-0.019328,0.035197,3.000000,0.999906
1783488751.051,aop6m_test_02,vital_signs_AOP_6m.cfg,325,0,0,0,0.017375,1.174669,0.035659,-0.001131,0.004530,0.003895,-0.000778,0.004776,0.002744,2.146051,-0.023179,-0.080409,-0.008988,-0.023179,2.951932,-0.065735,-0.007707,-0.080409,-0.065735,2.371712,-0.019328,-0.008988,-0.007707,-0.019328,0.035197,3.000000,0.999906
1783488751.135,aop6m_test_02,vital_signs_AOP_6m.cfg,326,0,0,0,0.017375,1.174669,0.035659,-0.001131,0.004530,0.003895,-0.000778,0.004776,0.002744,2.147381,-0.023195,-0.080566,-0.008958,-0.023195,2.954393,-0.065836,-0.007711,-0.080566,-0.065836,2.373422,-0.019350,-0.008958,-0.007711,-0.019350,0.035198,3.000000,0.999906
1783488751.219,aop6m_test_02,vital_signs_AOP_6m.cfg,327,0,0,0,0.017375,1.174669,0.035659,-0.001131,0.004530,0.003895,-0.000778,0.004776,0.002744,2.147381,-0.023195,-0.080566,-0.008958,-0.023195,2.954393,-0.065836,-0.007711,-0.080566,-0.065836,2.373422,-0.019350,-0.008958,-0.007711,-0.019350,0.035198,3.000000,0.999906
1783488751.324,aop6m_test_02,vital_signs_AOP_6m.cfg,328,0,0,0,0.017375,1.174669,0.035659,-0.001131,0.004530,0.003895,-0.000778,0.004776,0.002744,2.147381,-0.023195,-0.080566,-0.008958,-0.023195,2.954393,-0.065836,-0.007711,-0.080566,-0.065836,2.373422,-0.019350,-0.008958,-0.007711,-0.019350,0.035198,3.000000,0.999906
1783488751.408,aop6m_test_02,vital_signs_AOP_6m.cfg,329,0,0,0,0.017375,1.174669,0.035659,-0.001131,0.004530,0.003895,-0.000778,0.004776,0.002744,2.147381,-0.023195,-0.080566,-0.008958,-0.023195,2.954393,-0.065836,-0.007711,-0.080566,-0.065836,2.373422,-0.019350,-0.008958,-0.007711,-0.019350,0.035198,3.000000,0.999906
1783488751.491,aop6m_test_02,vital_signs_AOP_6m.cfg,330,0,0,0,0.017375,1.174669,0.035659,-0.001131,0.004530,0.003895,-0.000778,0.004776,0.002744,2.147381,-0.023195,-0.080566,-0.008958,-0.023195,2.954393,-0.065836,-0.007711,-0.080566,-0.065836,2.373422,-0.019350,-0.008958,-0.007711,-0.019350,0.035198,3.000000,0.999906
1783488751.576,aop6m_test_02,vital_signs_AOP_6m.cfg,331,0,0,0,0.017375,1.174669,0.035659,-0.001131,0.004530,0.003895,-0.000778,0.004776,0.002744,2.147381,-0.023195,-0.080566,-0.008958,-0.023195,2.954393,-0.065836,-0.007711,-0.080566,-0.065836,2.373422,-0.019350,-0.008958,-0.007711,-0.019350,0.035198,3.000000,0.999906
1783488751.681,aop6m_test_02,vital_signs_AOP_6m.cfg,332,0,0,0,0.017375,1.174669,0.035659,-0.001131,0.004530,0.003895,-0.000778,0.004776,0.002744,2.147381,-0.023195,-0.080566,-0.008958,-0.023195,2.954393,-0.065836,-0.007711,-0.080566,-0.065836,2.373422,-0.019350,-0.008958,-0.007711,-0.019350,0.035198,3.000000,0.999906
1783488751.765,aop6m_test_02,vital_signs_AOP_6m.cfg,333,0,0,0,0.017375,1.174669,0.035659,-0.001131,0.004530,0.003895,-0.000778,0.004776,0.002744,2.147381,-0.023195,-0.080566,-0.008958,-0.023195,2.954393,-0.065836,-0.007711,-0.080566,-0.065836,2.373422,-0.019350,-0.008958,-0.007711,-0.019350,0.035198,3.000000,0.999906
1783488751.848,aop6m_test_02,vital_signs_AOP_6m.cfg,334,0,0,0,0.017375,1.174669,0.035659,-0.001131,0.004530,0.003895,-0.000778,0.004776,0.002744,2.147381,-0.023195,-0.080566,-0.008958,-0.023195,2.954393,-0.065836,-0.007711,-0.080566,-0.065836,2.373422,-0.019350,-0.008958,-0.007711,-0.019350,0.035198,3.000000,0.999906
1783488751.953,aop6m_test_02,vital_signs_AOP_6m.cfg,335,0,0,0,0.017375,1.174669,0.035659,-0.001131,0.004530,0.003895,-0.000778,0.004776,0.002744,2.147381,-0.023195,-0.080566,-0.008958,-0.023195,2.954393,-0.065836,-0.007711,-0.080566,-0.065836,2.373422,-0.019350,-0.008958,-0.007711,-0.019350,0.035198,3.000000,0.999906
1783488752.077,aop6m_test_02,vital_signs_AOP_6m.cfg,336,0,0,0,0.017375,1.174669,0.035659,-0.001131,0.004530,0.003895,-0.000778,0.004776,0.002744,2.147381,-0.023195,-0.080566,-0.008958,-0.023195,2.954393,-0.065836,-0.007711,-0.080566,-0.065836,2.373422,-0.019350,-0.008958,-0.007711,-0.019350,0.035198,3.000000,0.999906
1783488752.120,aop6m_test_02,vital_signs_AOP_6m.cfg,337,0,0,0,0.017375,1.174669,0.035659,-0.001131,0.004530,0.003895,-0.000778,0.004776,0.002744,2.147381,-0.023195,-0.080566,-0.008958,-0.023195,2.954393,-0.065836,-0.007711,-0.080566,-0.065836,2.373422,-0.019350,-0.008958,-0.007711,-0.019350,0.035198,3.000000,0.999906
1783488752.225,aop6m_test_02,vital_signs_AOP_6m.cfg,338,0,0,0,0.017375,1.174669,0.035659,-0.001131,0.004530,0.003895,-0.000778,0.004776,0.002744,2.147381,-0.023195,-0.080566,-0.008958,-0.023195,2.954393,-0.065836,-0.007711,-0.080566,-0.065836,2.373422,-0.019350,-0.008958,-0.007711,-0.019350,0.035198,3.000000,0.999906
1783488752.308,aop6m_test_02,vital_signs_AOP_6m.cfg,339,0,0,0,0.017375,1.174669,0.035659,-0.001131,0.004530,0.003895,-0.000778,0.004776,0.002744,2.147381,-0.023195,-0.080566,-0.008958,-0.023195,2.954393,-0.065836,-0.007711,-0.080566,-0.065836,2.373422,-0.019350,-0.008958,-0.007711,-0.019350,0.035198,3.000000,0.999906
1783488752.392,aop6m_test_02,vital_signs_AOP_6m.cfg,340,0,0,0,0.017375,1.174669,0.035659,-0.001131,0.004530,0.003895,-0.000778,0.004776,0.002744,2.147381,-0.023195,-0.080566,-0.008958,-0.023195,2.954393,-0.065836,-0.007711,-0.080566,-0.065836,2.373422,-0.019350,-0.008958,-0.007711,-0.019350,0.035198,3.000000,0.999906
1783488752.496,aop6m_test_02,vital_signs_AOP_6m.cfg,341,0,0,0,0.017375,1.174669,0.035659,-0.001131,0.004530,0.003895,-0.000778,0.004776,0.002744,2.147381,-0.023195,-0.080566,-0.008958,-0.023195,2.954393,-0.065836,-0.007711,-0.080566,-0.065836,2.373422,-0.019350,-0.008958,-0.007711,-0.019350,0.035198,3.000000,0.999906
1783488752.580,aop6m_test_02,vital_signs_AOP_6m.cfg,342,0,0,0,0.017375,1.174669,0.035659,-0.001131,0.004530,0.003895,-0.000778,0.004776,0.002744,2.147381,-0.023195,-0.080566,-0.008958,-0.023195,2.954393,-0.065836,-0.007711,-0.080566,-0.065836,2.373422,-0.019350,-0.008958,-0.007711,-0.019350,0.035198,3.000000,0.999906
1783488752.663,aop6m_test_02,vital_signs_AOP_6m.cfg,343,0,0,0,0.017375,1.174669,0.035659,-0.001131,0.004530,0.003895,-0.000778,0.004776,0.002744,2.147381,-0.023195,-0.080566,-0.008958,-0.023195,2.954393,-0.065836,-0.007711,-0.080566,-0.065836,2.373422,-0.019350,-0.008958,-0.007711,-0.019350,0.035198,3.000000,0.999906
1783488752.747,aop6m_test_02,vital_signs_AOP_6m.cfg,344,0,0,0,0.017375,1.174669,0.035659,-0.001131,0.004530,0.003895,-0.000778,0.004776,0.002744,2.147381,-0.023195,-0.080566,-0.008958,-0.023195,2.954393,-0.065836,-0.007711,-0.080566,-0.065836,2.373422,-0.019350,-0.008958,-0.007711,-0.019350,0.035198,3.000000,0.999906
1783488752.852,aop6m_test_02,vital_signs_AOP_6m.cfg,345,0,0,0,0.017375,1.174669,0.035659,-0.001131,0.004530,0.003895,-0.000778,0.004776,0.002744,2.147381,-0.023195,-0.080566,-0.008958,-0.023195,2.954393,-0.065836,-0.007711,-0.080566,-0.065836,2.373422,-0.019350,-0.008958,-0.007711,-0.019350,0.035198,3.000000,0.999906
1783488752.935,aop6m_test_02,vital_signs_AOP_6m.cfg,346,0,0,0,0.017375,1.174669,0.035659,-0.001131,0.004530,0.003895,-0.000778,0.004776,0.002744,2.147381,-0.023195,-0.080566,-0.008958,-0.023195,2.954393,-0.065836,-0.007711,-0.080566,-0.065836,2.373422,-0.019350,-0.008958,-0.007711,-0.019350,0.035198,3.000000,0.999906
1783488753.020,aop6m_test_02,vital_signs_AOP_6m.cfg,347,0,0,0,0.017375,1.174669,0.035659,-0.001131,0.004530,0.003895,-0.000778,0.004776,0.002744,2.147381,-0.023195,-0.080566,-0.008958,-0.023195,2.954393,-0.065836,-0.007711,-0.080566,-0.065836,2.373422,-0.019350,-0.008958,-0.007711,-0.019350,0.035198,3.000000,0.999906
1783488753.125,aop6m_test_02,vital_signs_AOP_6m.cfg,348,0,0,0,0.017375,1.174669,0.035659,-0.001131,0.004530,0.003895,-0.000778,0.004776,0.002744,2.147381,-0.023195,-0.080566,-0.008958,-0.023195,2.954393,-0.065836,-0.007711,-0.080566,-0.065836,2.373422,-0.019350,-0.008958,-0.007711,-0.019350,0.035198,3.000000,0.999906
1783488753.209,aop6m_test_02,vital_signs_AOP_6m.cfg,349,0,0,0,0.017375,1.174669,0.035659,-0.001131,0.004530,0.003895,-0.000778,0.004776,0.002744,2.147381,-0.023195,-0.080566,-0.008958,-0.023195,2.954393,-0.065836,-0.007711,-0.080566,-0.065836,2.373422,-0.019350,-0.008958,-0.007711,-0.019350,0.035198,3.000000,0.999906
1783488753.293,aop6m_test_02,vital_signs_AOP_6m.cfg,350,0,0,0,0.017375,1.174669,0.035659,-0.001131,0.004530,0.003895,-0.000778,0.004776,0.002744,2.147381,-0.023195,-0.080566,-0.008958,-0.023195,2.954393,-0.065836,-0.007711,-0.080566,-0.065836,2.373422,-0.019350,-0.008958,-0.007711,-0.019350,0.035198,3.000000,0.999906
1783488753.398,aop6m_test_02,vital_signs_AOP_6m.cfg,351,0,0,0,0.017375,1.174669,0.035659,-0.001131,0.004530,0.003895,-0.000778,0.004776,0.002744,2.147381,-0.023195,-0.080566,-0.008958,-0.023195,2.954393,-0.065836,-0.007711,-0.080566,-0.065836,2.373422,-0.019350,-0.008958,-0.007711,-0.019350,0.035198,3.000000,0.999906
1783488753.525,aop6m_test_02,vital_signs_AOP_6m.cfg,352,0,0,0,0.017375,1.174669,0.035659,-0.001131,0.004530,0.003895,-0.000778,0.004776,0.002744,2.147381,-0.023195,-0.080566,-0.008958,-0.023195,2.954393,-0.065836,-0.007711,-0.080566,-0.065836,2.373422,-0.019350,-0.008958,-0.007711,-0.019350,0.035198,3.000000,0.999907
1783488753.570,aop6m_test_02,vital_signs_AOP_6m.cfg,353,0,0,0,0.017375,1.174669,0.035659,-0.001131,0.004530,0.003895,-0.000778,0.004776,0.002744,2.147381,-0.023195,-0.080566,-0.008958,-0.023195,2.954393,-0.065836,-0.007711,-0.080566,-0.065836,2.373422,-0.019350,-0.008958,-0.007711,-0.019350,0.035198,3.000000,0.999908
1783488753.654,aop6m_test_02,vital_signs_AOP_6m.cfg,354,0,0,0,0.017375,1.174669,0.035659,-0.001131,0.004530,0.003895,-0.000778,0.004776,0.002744,2.147381,-0.023195,-0.080566,-0.008958,-0.023195,2.954393,-0.065836,-0.007711,-0.080566,-0.065836,2.373422,-0.019350,-0.008958,-0.007711,-0.019350,0.035198,3.000000,0.999908
1783488753.738,aop6m_test_02,vital_signs_AOP_6m.cfg,355,0,0,0,0.017375,1.174669,0.035659,-0.001131,0.004530,0.003895,-0.000778,0.004776,0.002744,2.147381,-0.023195,-0.080566,-0.008958,-0.023195,2.954393,-0.065836,-0.007711,-0.080566,-0.065836,2.373422,-0.019350,-0.008958,-0.007711,-0.019350,0.035198,3.000000,0.999908
1783488753.843,aop6m_test_02,vital_signs_AOP_6m.cfg,356,0,0,0,0.017375,1.174669,0.035659,-0.001131,0.004530,0.003895,-0.000778,0.004776,0.002744,2.147381,-0.023195,-0.080566,-0.008958,-0.023195,2.954393,-0.065836,-0.007711,-0.080566,-0.065836,2.373422,-0.019350,-0.008958,-0.007711,-0.019350,0.035198,3.000000,0.999908
1783488753.926,aop6m_test_02,vital_signs_AOP_6m.cfg,357,0,0,0,0.017375,1.174669,0.035659,-0.001131,0.004530,0.003895,-0.000778,0.004776,0.002744,2.147381,-0.023195,-0.080566,-0.008958,-0.023195,2.954393,-0.065836,-0.007711,-0.080566,-0.065836,2.373422,-0.019350,-0.008958,-0.007711,-0.019350,0.035198,3.000000,0.999908
